IV,JET,Wind Jet,GHIBLI,Italy
IX,AXB,Air India Express,EXPRESS INDIA,India
IY,IYE,Yemenia - Yemen Airways,YEMENI,Yemen
IZ,AIZ,Arkia Israel Airlines,ARKIA,Israel
J2,AHY,Azerbaijan Airlines,AZAL,Azerbaijan
J3,PLR,Northwestern Air,POLARIS,Canada
J4,BFL,Buffalo Airways,BUFFALO,Canada
J5,EPA,Shenzhen Donghai Airlines,DONGHAI AIR,China - Peoples Republic
J7,CVC,Centre-Avia,AVIACENTRE,Russia
J8,BVT,Berjaya Air,BERJAYA,Malaysia
J9,GIF,Guinee Airlines,GUINEE AIRLINES,Guinea
J9,JZR,Jazeera Airways,JAZEERA,Kuwait
JA,BON,B&H Airlines,AIR BOSNA,Bosnia-Hercegovina
JB,JBA,Helijet,HELIJET,Canada
JC,JEX,JAL Express,JANEX,Japan
JD,DER,Deer Jet,DEER JET,China - Peoples Republic
JE,MNO,Mango,TULCA,South Africa
JF,JAF,Jetairfly,BEAUTY,Belgium
JF,LAB,L.A.B. Flying Service,LAB,USA
JH,FFX,Flex Linhas A̩reas,FLEX,Brazil
JI,JAE,Jade Cargo International,JADE CARGO,China - Peoples Republic
JI,MDW,Midway Airlines,MIDWAY,USA
JJ,AGX,Aviogenex,GENEX,Serbia
JJ,TAM,TAM Airlines (TAM Linhas Aereas),TAM,Brazil
JK,JKK,Spanair,SPANAIR,Spain
JL,JAL,Japan Airlines,JAPANAIR,Japan
JM,AJM,Air Jamaica,JAMAICA,Jamaica
JO,JAZ,JALways,JALWAYS,Japan
JP,ADR,Adria Airways,ADRIA,Slovenia
JQ,JST,Jetstar Airways,JETSTAR,Australia
JS,KOR,Air Koryo,AIR KORYO,North Korea
JT,LNI,Lion Air (Lion Mentari Airlines ),LION INTER,Indonesia
JU,JAT,Jat Airways,JAT,Serbia
JV,BLS,Bearskin Lake Air Service,BEARSKIN,Canada
JW,APW,Arrow Air,BIG A,USA
JX,JEC,Jett8 Airlines Cargo,TAIPAN,Singapore
JY,TCI,Air Turks and Caicos,KERRMONT,Turks & Caicos
JZ,SKX,Skyways Express,SKY EXPRESS,Sweden
K2,ELO,Eurolot,EUROLOT,Poland
K4,CKS,Kalitta Air,CONNIE,USA
K5,ABE,Aban Air,ABAN,Iran
K5,WAK,Wings of Alaska,WINGS ALASKA,USA
K6,BRV,Bravo Air Congo,BRAVO,"Congo, Democratic Republic of the"
K7,KBR,KoralBlue Airlines,KORAL BLUE,Egypt
K8,ZAK,Zambia Skyways,ZAMBIA SKIES,Zambia
K9,KFS,Kalitta Charters,KALITTA,USA
KA,HDA,"Dragonair, Hong Kong Dragon Airlines",DRAGON,China - Peoples Republic
KB,DRK,Druk Air,ROYAL BHUTAN,Bhutan
KC,KZR,Air Astana,ASTANALINE,Kazakhstan
KD,KNI,KD Avia,KALININGRAD AIR,Russia
KE,KAL,Korean Air,KOREANAIR,South Korea
KF,BLF,Blue1,BLUEFIN,Finland
KG,BNX,LAI - Linea Aerea IAACA,AIR BARINAS,Venezuela
KG,GTV,Aerogaviota,GAVIOTA,Cuba
KH,AAH,Aloha Air Cargo,ALOHA,USA
KI,AAG,Air Atlantique,ATLANTIC,United Kingdom
KI,SKZ,Skyway Enterprises,SKYWAY-INC,USA
KK,KKK,Atlasjet,ATLASJET,Turkey
KL,KLM,KLM Royal Dutch Airlines,KLM,Netherlands
KM,AMC,Air Malta,AIR MALTA,Malta
KO,AER,Alaska Central Express,ACE AIR,USA
KQ,KQA,Kenya Airways,KENYA,Kenya
KR,KMZ,Comores Aviation,,Comoros
KS,PEN,PenAir (Peninsula Airways),PENINSULA,USA
KU,KAC,Kuwait Airways,KUWAITI,Kuwait
KV,MVD,Kavminvodyavia,AIR MINVODY,Russia
KW,KFA,Kelowna Flightcraft Air Charter,FLIGHTCRAFT,Canada
KX,CAY,Cayman Airways,CAYMAN,Cayman Islands
KY,KYV,Cyprus Turkish Airlines (KTHY Kibris Turk Hava Yollari),AIRKIBRIS,Turkey
KZ,NCA,Nippon Cargo Airlines,NIPPON CARGO,Japan
L2,LYC,Lynden Air Cargo,LYNDEN,USA
L3,JOS,DHL de Guatemala,,Guatemala
L4,SSX,Lynx Aviation,SHASTA,USA
L5,HKS,CHC Helikopter Service,HELIBUS,Norway
L5,LTR,Lufttransport,LUFT TRANSPORT,Norway
L6,MAI,Mauritania Airlines International,,Mauritania
L6,VNZ,Tbilaviamsheni,TBILAVIA,Georgia
LA,LAN,LAN Airlines,LAN,Chile
LC,LOG,Loganair,LOGAN,United Kingdom
LC,VLO,Varig Logistica (VarigLog),VELOG,Brazil
LD,AHK,Air Hong Kong,AIR HONG KONG,China - Peoples Republic
LD,TUY,Linea Turistica Aerotuy,AEREOTUY,Venezuela
LG,LGL,Luxair,LUXAIR,Luxembourg
LH,DLH,Lufthansa,LUFTHANSA,Germany
LH,GEC,Lufthansa Cargo,LUFTHANSA CARGO,Germany
LI,LIA,Leeward Islands Air Transport,LIAT,Antigua and Barbuda
LJ,JNA,Jin Air,JIN AIR,South Korea
LJ,SLA,Sierra National Airlines,SELAIR,Sierra Leone
LL,GRO,Allegro,ALLEGRO,Mexico
LM,LAM,LAM Mozambique Airlines,MOZAMBIQUE,Mozambique
LM,LVG,Livingston Energy Flight,LIVINGSTON,Italy
LN,LAA,Libyan Airlines,LIBAIR,Libya
LO,LOT,LOT Polish Airlines,POLLOT,Poland
LP,LPE,LAN Peru,LANPERU,Peru
LQ,GNC,Air Guinea Cargo,GUINEA CARGO,Equatorial Guinea
LR,LRC,LACSA,LACSA,Costa Rica
LS,EXS,Jet2.com,CHANNEX,United Kingdom
LT,LTU,LTU International,LTU,Germany
LU,LXP,LAN Express,LANEX,Chile
LV,LBC,Albanian Airlines,ALBANIAN,Albania
LW,NMI,Pacific Wings,TSUNAMI,USA
LX,SWR,Swiss International Air Lines,SWISS,Switzerland
LX,SWU,Swiss European Air Lines,EUROSWISS,Switzerland
LY,ELY,El Al Israel Airlines,ELAL,Israel
LZ,LBY,Belle Air,ALBAN-BELLE,Albania
M0,MNG,Aero Mongolia,AERO MONGOLIA,Mongolia
M3,NFA,Air Norway,NORTH FLYING,Norway
M3,NFA,North Flying,NORTH FLYING,Denmark
M3,TUS,ABSA Cargo Airline,ABSA Cargo,Brazil
M4,NOV,Nova Airline,NOVANILE,Sudan
M5,KEN,Kenmore Air,KENMORE,USA
M6,AJT,Amerijet International,AMERIJET,USA
M7,MAA,MasAir,MAS CARGA,Mexico
M7,MSL,Marsland Aviation,MARSLANDAIR,Sudan
M8,TMW,Trans Maldivian Airways,TRANS MALDIVIAN,Maldives
M9,MSI,Motor Sich,MOTOR SICH,Ukraine
MA,MAH,Malev Hungarian Airlines,MALEV,Hungary
MB,MNB,MNG Airlines,BLACK SEA,Turkey
MC,RCH,Air Mobility Command,REACH,USA
MD,MDG,Air Madagascar,AIR MADAGASCAR,Madagascar
ME,MEA,Middle East Airlines,CEDAR JET,Lebanon
MF,CXA,Xiamen Airlines,XIAMEN AIR,China - Peoples Republic
MH,MAS,MASkargo (Malaysia Airlines Kargo),MALAYSIAN CARGO,Malaysia
MH,MAS,Malaysia Airlines,MALAYSIAN,Malaysia
MH,MWG,MASwings,MASWINGS,Malaysia
MI,SLK,SilkAir,SILKAIR,Singapore
MJ,MLR,Mihin Lanka,MIHIN LANKA,Sri Lanka
MK,MAU,Air Mauritius,AIRMAURITIUS,Mauritius
MM,SAM,SAM Colombia,SAM,Colombia
MN,CAW,Comair,COMMERCIAL,South Africa
MO,AUH,Abu Dhabi Amiri Flight,SULTAN,United Arab Emirates
MO,CAV,Calm Air,CALM AIR,Canada
MP,MPH,Martinair,MARTINAIR,Netherlands
MQ,EGF,American Eagle Airlines,EAGLE FLIGHT,USA
MS,MSE,EgyptAir Express,EGYPTAIR EXPRESS,Egypt
MS,MSR,Egyptair,EGYPTAIR,Egypt
MS,MSX,EgyptAir Cargo,EGYPTAIR CARGO,Egypt
MT,TCX,Thomas Cook Airlines,KESTREL,United Kingdom
MU,CES,China Eastern Airlines,CHINA EASTERN,China - Peoples Republic
MV,MAT,Maldivian Air Taxi,MALDIVIAN,Maldives
MW,BUG,Mokulele Airlines,SPEEDBUGGY,USA
MW,MYD,Maya Island Air,MYLAND,Belize
MX,MXA,Mexicana,MEXICANA,Mexico
MY,MEP,Midwest Airlines,MIDEX,Egypt
MZ,MNA,Merpati Nusantara Airlines,MERPATI,Indonesia
N2,DAG,Dagestan Airlines,DAGAL,Russia
N2,QNK,Kabo Air,KABO,Nigeria
N4,TNB,Trans Air Benin,TRANS-BENIN,Benin
N5,MDM,Medavia,MEDAVIA,Malta
N8,CRK,Hong Kong Airlines,BAUHINIA,China - Peoples Republic
NA,NAO,North American Airlines,NORTH AMERICAN,USA
NC,NAC,Northern Air Cargo,YUKON,USA
NC,NJS,National Jet Systems,NATIONAL JET,Australia
NE,ESK,SkyEurope,RELAX,Slovakia
NF,AVN,Air Vanuatu,AIR VAN,Vanuatu
NG,LDA,Lauda Air,LAUDA AIR,Austria
NH,ANA,All Nippon Airways,ALL NIPPON,Japan
NI,PGA,Portugalia,PORTUGALIA,Portugal
NK,NKS,Spirit Airlines,SPIRIT WINGS,USA
NL,SAI,Shaheen Air International,SHAHEEN AIR,Pakistan
NM,NZM,Mount Cook Airlines,MOUNTCOOK,New Zealand
NN,MOV,VIM Airlines,MOV AIR,Russia
NO,NOS,Neos,MOONFLOWER,Italy
NP,SKP,Skytrans Airlines,SKYTRANS,Australia
NQ,AJX,Air Japan,AIR JAPAN,Japan
NR,PIR,Pamir Airways,PAMIR,Afghanistan
NT,IBB,Binter Canarias,BINTER,Spain
NU,JTA,Japan Transocean Air,JAI OCEAN,Japan
NV,CRF,Air Central,AIR CENTRAL,Japan
NW,NWA,Northwest Airlines,NORTHWEST,USA
NX,AMU,Air Macao,AIR MACAO,China - Peoples Republic
NY,FXI,Air Iceland (Flugf̩lag ̍slands),FAXI,Iceland
NZ,ANZ,Air New Zealand,NEW ZEALAND,New Zealand
NZ,EAG,Eagle Airways,EAGLE,New Zealand
NZ,RLK,Air Nelson,LINK,New Zealand
O2,JEA,Jet Air,JETA,Poland
O6,ONE,Oceanair,OCEANAIR,Brazil
O7,OZJ,Ozjet Airlines,AUSJET,Australia
OA,OAL,Olympic Airlines,OLYMPIC,Greece
OB,ASZ,Astrakhan Airlines,AIR ASTRAKHAN,Russia
OE,ONA,Yeongnam Air,YEONGNAM AIR,South Korea
OF,FIF,Air Finland,AIR FINLAND,Finland
OH,COM,Comair,COMAIR,USA
OJ,OLA,Overland Airways,OVERLAND,Nigeria
OK,CSA,Czech Airlines,CSA-LINES,Czech Republic
OL,OLT,OLT - Ostfriesische Lufttransport,OLTRA,Germany
OM,MGL,MIAT Mongolian Airlines,MONGOL AIR,Mongolia
ON,RON,Nauru Air Corporation,AIR NAURU,Nauru
OO,SKW,SkyWest Airlines,SKYWEST,USA
OQ,CQN,Chongqing Airlines,CHONG QING,China - Peoples Republic
OR,TFL,Arkefly,ARKEFLY,Netherlands
OS,AUA,Austrian Airlines,AUSTRIAN,Austria
OT,PEL,Aeropelican Air Services,PELICAN,Australia
OU,CTN,Croatia Airlines,CROATIA,Croatia
OV,ELL,Estonian Air,ESTONIAN,Estonia
OW,EXK,Executive Airlines,EXECUTIVE EAGLE,Puerto Rico
OX,OEA,Orient Thai Airlines,ORIENT THAI,Thailand
OX,OTG,One-Two-GO Airlines,THAI EXPRESS,Thailand
OY,ANS,Andes L�_neas A̩reas,AEROANDES,Argentina
OY,OAE,Omni Air International,OMNI-EXPRESS,USA
OZ,AAR,Asiana Airlines,ASIANA,South Korea
P2,XAK,Airkenya Express,AIRKENYA,Kenya
P4,NSO,Aerolineas Sosa,SOSA,Honduras
P5,RPB,AeroRepublica,AEROREPUBLICA,Colombia
P7,ESL,Russian Sky Airlines,RADUGA,Russia
P8,PTN,Pantanal Linhas Aereas Sul-Matogrossenses,PANTANAL,Brazil
P9,PGP,Perm Airlines,PERM AIR,Russia
PB,SPR,Provincial Airlines,SPEEDAIR,Canada
PC,FAJ,Air Fiji,FIJIAIR,Fiji
PC,PVV,Continental Airways,CONTAIR,Russia
PD,POE,Porter Airlines,PORTER AIR,Canada
PF,PNW,Palestinian Airlines,PALESTINIAN,Egypt
PG,BKP,Bangkok Airways,BANGKOK AIR,Thailand
PH,PAO,Polynesian Airlines,POLYNESIAN,Samoa
PI,PDT,Piedmont Airlines,PIEDMONT,USA
PJ,SPM,Air Saint Pierre,SAINT PIERRE,Saint-Pierre and Miquelon
PK,PIA,Pakistan International Airlines,PAKISTAN,Pakistan
PK,RIU,Riau Airlines,RIAU AIR,Indonesia
PL,ASE,Airstars,MOROZOV,Russia
PL,SOA,Southern Air Charter,SOUTH AIRCHARTER,Bahamas
PM,TOS,Tropic Air,TROPISER,Belize
PN,CHB,China West Air,WEST CHINA,China - Peoples Republic
PO,PAC,Polar Air Cargo,POLAR,USA
PP,PJS,Jet Aviation,JET AVIATION,Switzerland
PQ,PNF,Panafrican Airways,PANWAYS,Ivory Coast
PR,PAL,Philippine Airlines,PHILIPPINE,Philippines
PS,AUI,Ukraine International Airlines,UKRAINE INTERNATIONAL,Ukraine
PT,CCI,Capital Cargo International Airlines,CAPPY,USA
PT,SWN,West Air Sweden,AIR SWEDEN,Sweden
PU,PUA,PLUNA,PLUNA,Uruguay
PV,PNR,PAN Air,SKYJET,Spain
PV,SBU,Saint Barth Commuter,BLACK FIN,France
PW,PRF,Precision Air,PRECISION AIR,Tanzania
PX,ANG,Air Niugini,NUIGINI,Papua New Guinea
PY,SLM,Surinam Airways,SURINAM,Suriname
PZ,LAP,TAM Airlines,PARAGUAYA,Paraguay
Q2,DQA,Maldivian,ISLAND AVIATION,Maldives
Q3,MBN,Zambian Airways,ZAMBIANA,Zambia
Q6,CDP,Aero Condor Peru,CONDOR-PERU,Peru
Q7,SWQ,Swift Air,SWIFTFLIGHT,USA
Q8,PEC,Pacific East Asia Cargo Airlines,PAC-EAST CARGO,Philippines
Q8,TSG,Trans Air Congo,TRANS-CONGO,"Congo, Republic of"
Q9,AFU,Afrinat International Airlines,,Gambia
QA,CBE,MexicanaClick,CLICK,Mexico
QB,GFG,Georgian National Airlines,NATIONAL,Georgia
QC,CRD,Air Corridor,AIR CORRIDOR,Mozambique
QD,QCL,Air Class Lineas Aereas,ACLA,Uruguay
QF,EAQ,Eastern Australia Airlines,EASTERN,Australia
QF,QFA,Qantas,QANTAS,Australia
QF,QNZ,JetConnect,QANTAS,New Zealand
QF,SSQ,Sunstate Airlines,SUNSTATE,Australia
QH,LYN,Kyrgyzstan,ALTYN AVIA,Kyrgyzstan
QI,CIM,Cimber Air,CIMBER,Denmark
QK,JZA,Air Canada Jazz,JAZZ,Canada
QL,RLN,Aero Lanka,AERO LANKA,Sri Lanka
QM,AML,Air Malawi,MALAWI,Malawi
QN,ARR,Air Armenia,AIR ARMENIA,Armenia
QO,MPX,Aeromexpress,AEROMEXPRESS,Mexico
QQ,UTY,Alliance Airlines,UNITY,Australia
QR,QTR,Qatar Airways,QATARI,Qatar
QS,TVS,Smart Wings,SKYTRAVEL,Czech Republic
QT,TPA,Tampa Cargo,TAMPA,Colombia
QU,UGX,East African,CRANE,Uganda
QV,LAO,Lao Airlines,LAO,Laos
QW,BWG,Blue Wings,BLUE WINGS,Germany
QX,QXE,Horizon Air,HORIZON AIR,USA
QY,BCS,European Air Transport,EUROTRANS,Belgium
QZ,AWQ,Indonesia AirAsia,WAGON AIR,Indonesia
R0,RPK,Royal Airlines,ROYAL PAKISTAN,Pakistan
R2,ORB,Orenair (Orenburg Airlines),ORENBURG,Russia
R3,SYL,Yakutia Airlines,AIR YAKUTIA,Russia
R5,JAV,Jordan Aviation,JORDAN AVIATION,Jordan
R6,DNU,DOT LT,DANU,Lithuania
R7,OCA,Aserca Airlines,AROSCA,Venezuela
R8,KGA,Kyrgyzstan Airlines,KYRGYZ,Kyrgyzstan
R9,TSD,TAF Linhas A̩reas,TAFI,Brazil
RA,RNA,Nepal Airlines,ROYAL NEPAL,Nepal
RB,SYR,Syrian Arab Airlines (Syrianair),SYRIANAIR,Syria
RC,FLI,Atlantic Airways,FAROELINE,Faroe Islands (Denmark)
RD,RYN,Ryan International Airlines,RYAN INTERNATIONAL,USA
RE,REA,Aer Arann,AER ARANN,Ireland
RF,FWL,Florida West International Airways,FLO WEST,USA
RG,VRN,VRG Linhas Aereas (VARIG),VARIG,Brazil
RH,RPH,Republic Express Airlines,PUBLIC EXPRESS,Indonesia
RI,MDL,Mandala Airlines,MANDALA,Indonesia
RJ,RJA,Royal Jordanian,JORDANIAN,Jordan
RK,RKH,Royal Khmer Airlines,KHMER AIR,Cambodia
RL,PPW,Royal Phnom Penh Airways,PHNOM-PENH AIR,Cambodia
RO,ROT,Tarom,TAROM,Romania
RP,CHQ,Chautauqua Airlines,CHAUTAUQUA,USA
RQ,KMF,Kam Air,KAMGAR,Afghanistan
RR,RFR,Royal Air Force,RAFAIR,United Kingdom
RS,MJN,Royal Air Force of Oman,MAJAN,Oman
RT,RKM,RAK Airways,RAKAIR,United Arab Emirates
RU,ABW,AirBridgeCargo Airlines,AIRBRIDGE CARGO,Russia
RV,CPN,Caspian Airlines,CASPIAN,Iran
RV,VEC,Venezolana,VECAR,Venezuela
RW,RPA,Republic Airlines,BRICKYARD,USA
S2,JLL,JetLite,LITE JET,India
S3,BBR,Santa Barbara Airlines,SANTA BARBARA,Venezuela
S4,RZO,SATA International,AIR AZORES,Portugal
S5,TCF,Shuttle America,MERCURY,USA
S6,SRR,Star Air,WHITESTAR,Denmark
S7,SBI,S7 Airlines (Siberia Airlines),SIBERIAN AIRLINES,Russia
S9,HSA,East African Safari Air Express,DUMA,Kenya
SA,SAA,South African Airways,SPRINGBOK,South Africa
SA,SAX,Sabah Air,SABAH AIR,Malaysia
SA,SZL,Swaziland Airlink,SWAZILINK,Swaziland
SB,ACI,Aircalin (Air Caledonie International),AIRCALIN,New Caledonia (France)
SC,CDG,Shandong Airlines,SHANDONG,China - Peoples Republic
SD,SUD,Sudan Airways,SUDANAIR,Sudan
SE,XLF,XL Airways France,STARWAY,France
SF,DTH,Tassili Airlines,TASSILI AIR,Algeria
SG,SEJ,Spicejet,SPICEJET,India
SI,BCI,Blue Islands,BLUE ISLAND,United Kingdom
SI,SPA,Sierra Pacific Airlines,SIERRA PACIFIC,USA
SJ,CGL,Seagle Air,SEAGLE,Slovakia
SJ,SJY,Sriwijaya Air,SRIWIJAYA,Indonesia
SK,SAS,Scandinavian Airlines System (SAS),SCANDINAVIAN,Sweden
SN,BEL,Brussels Airlines,BEE-LINE,Belgium
SO,HKA,Superior Aviation,SPEND AIR,USA
SP,SAT,SATA Air Acores,SATA,Portugal
SQ,SIA,Singapore Airlines,SINGAPORE,Singapore
SQ,SQC,Singapore Airlines Cargo,SINGCARGO,Singapore
SS,CRL,Corsairfly,CORSAIR,France
ST,GMI,Germania,GERMANIA,Germany
SU,AFL,Aeroflot Russian Airlines,AEROFLOT,Russia
SU,RCF,Aeroflot-Cargo,AEROFLOT CARGO,Russia
SV,SVA,Saudi Arabian Airlines,SAUDIA,Saudi Arabia
SW,NMB,Air Namibia,NAMIBIA,Namibia
SY,SCX,Sun Country Airlines,SUN COUNTRY,USA
SY,SHY,Sky Airlines,ANTALYA BIRD,Turkey
T0,TPU,TACA Peru,TRANS PERU,Peru
T1,BST,Bestair,BARBIE,Turkey
T2,TAS,Lotus Air,LOTUS FLOWER,Egypt
T3,EZE,Eastern Airways,EASTFLIGHT,United Kingdom
T4,HEJ,Hellas Jet,HELLAS JET,Greece
T5,TUA,Turkmenistan Airlines,TURKMENISTAN,Turkmenistan
T6,TVR,Tavrey Airlines,TAVREY,Ukraine
T7,TJT,Twin Jet,TWINJET,France
T9,TIW,Transcarga,TIACA,Venezuela
TA,TAI,Taca International Airlines,TACA,El Salvador
TD,LUR,Atlantis European Airways,ATLANTIS LINER,Armenia
TE,LIL,FlyLal (Lithuanian Airlines),LITHUANIA AIR,Lithuania
TF,AVJ,Avia Traffic Company,ATOMIC,Kyrgyzstan
TF,SCW,Malm̦ Aviation,SCANWINGS,Sweden
TG,THA,Thai Airways International,THAI,Thailand
TH,TSE,Transmile Air Services,TRANSMILE,Malaysia
TK,THY,Turkish Airlines,TURKAIR,Turkey
TL,ANO,Airnorth,TOPEND,Australia
TL,TMA,Trans Mediterranean Airlines,TANGO LIMA,Lebanon
TN,TGN,Trigana Air Service,TRIGANA,Indonesia
TN,THT,Air Tahiti Nui,TAHITI AIRLINES,French Polynesia
TO,PSD,President Airlines,,Cambodia
TP,TAP,TAP Portugal,AIR PORTUGAL,Portugal
TQ,TDM,Tandem Aero,TANDEM,Moldova
TR,TGW,Tiger Airways,GO CAT,Singapore
TS,TSC,Air Transat,TRANSAT,Canada
TT,TGW,Tiger Airways Australia,GO CAT,Australia
TU,TAR,Tunisair,TUNAIR,Tunesia
TX,FWI,Air Caraibes,FRENCH WEST,Guadeloupe - French Antilles
TY,IWD,Iberworld,IBERWORLD,Spain
TY,TPC,Air Caledonie,AIRCAL,New Caledonia (France)
U3,AIA,Avies,AVIES,Estonia
U4,PMT,PMTair,MULTITRADE,Cambodia
U5,GWY,USA 3000 Airlines,GETAWAY,USA
U6,SVR,Ural Airlines,SVERDLOVSK AIR,Russia
U7,UGA,Air Uganda,UGANDA,Uganda
U8,RNV,Armavia,ARMAVIA,Armenia
U9,TAK,Tatarstan Airlines,TATARSTAN,Russia
UA,UAL,United Airlines,UNITED,USA
UB,UBA,Myanma Airways,UNIONAIR,Myanmar (Burma)
UC,LCO,LAN Cargo,LAN CARGO,Chile
UD,HER,Hex'Air,HEX AIRLINE,France
UE,NAS,Nasair,NASAIRWAYS,Eritrea
UF,UKM,UM Airlines,UKRAINE MEDITERRANEE,Ukraine
UG,TUI,Sevenair,SEVENAIR,Tunesia
UH,USH,US Helicopter,US HELI,USA
UI,ECA,Eurocypria Airlines,EUROCYPRIA,Cyprus
UJ,GMT,Magnicharters,GRUPOMONTERREY,Mexico
UJ,JUS,USA Jet Airlines,JET USA,USA
UL,ALK,SriLankan Airlines,SRILANKAN,Sri Lanka
UM,AZW,Air Zimbabwe,AIR ZIMBABWE,Zimbabwe
UN,TSO,Transaero Airlines,TRANSOVIET,Russia
UO,HKE,Hong Kong Express Airways,HONGKONG SHUTTLE,China - Peoples Republic
UP,BHS,Bahamasair,BAHAMAS,Bahamas
US,AWE,US Airways,CACTUS,USA
US,JIA,PSA Airlines,BLUE STREAK,USA
UT,UTA,UTair Aviation,UTAIR,Russia
UU,REU,Air Austral,REUNION,Reunion
UX,AEA,Air Europa,EUROPA,Spain
UZ,BRQ,Buraq Air,BURAQAIR,Libya
V0,VCV,Conviasa,CONVIASA,Venezuela
V3,KRP,Carpatair,CARPATAIR,Romania
V6,VUR,VIP Ecuador,VIP,Ecuador
V7,SNG,Air Senegal International,AIR SENEGAL,Senegal
V8,VAS,ATRAN Cargo Airlines,ATRAN,Russia
VA,VLE,Volare Airlines,VOLA,Italy
VB,VIV,VivaAerobus,AEROENLACES,Mexico
VC,VAL,Voyageur Airways,VOYAGEUR,Canada
VD,KPA,Kunpeng Airlines,KUN PENG,China - Peoples Republic
VG,VLM,VLM Airlines,RUBENS,Belgium
VH,LAV,Aeropostal Alas de Venezuela,AEROPOSTAL,Venezuela
VI,VDA,Volga-Dnepr Airlines,VOLGA-DNEPR,Russia
VI,VES,Vieques Air Link,VIQUES,Puerto Rico
VK,VGN,Virgin Nigeria Airways,VIRGIN NIGERIA,Nigeria
VL,VIM,Air VIA,VIA AIRWAYS,Bulgaria
VM,VOA,Viaggio Air,VIAGGIO,Bulgaria
VN,HVN,Vietnam Airlines,VIET NAM AIRLINES,Vietnam
VO,TYR,Austrian Arrows (Tyrolean Airways),TYROLEAN,Austria
VQ,VPP,Vintage Props and Jets,VINTAGE,USA
VR,TCV,TACV,CABOVERDE,Cape Verde
VR,TCV,TACV Cabo Verde Airlines,CABOVERDE,Cape Verde
VS,VIR,Virgin Atlantic Airways,VIRGIN,United Kingdom
VT,VTA,Air Tahiti,AIR TAHITI,French Polynesia
VU,VUN,Air Ivoire,AIRIVOIRE,Ivory Coast
VV,AEW,Aerosvit Airlines,AEROSVIT,Ukraine
VW,TAO,Aeromar,TRANS-AEROMAR,Mexico
VX,VRD,Virgin America,REDWOOD,USA
VY,VLG,Vueling Airlines,VUELING,Spain
W1,WDL,WDL Aviation,WDL,Germany
W3,ARA,Arik Air,ARIK AIR,Nigeria
W3,SWT,Swiftair,SWIFT,Spain
W4,BES,Aero Services Executive,BIRD EXPRESS,France
W5,IRM,Mahan Air,MAHAN AIR,Iran
W6,WVL,Wizz Air,WIZZBUL,Bulgaria
W6,WZZ,Wizz Air,WIZZ AIR,Hungary
W7,SAH,Sayakhat Airlines,SAYAKHAT,Kazakhstan
W8,CJT,Cargojet Airways,CARGOJET,Canada
W9,AAB,Abelag Aviation,ABG,Belgium
W9,JAB,Air Bagan,AIR BAGAN,Myanmar (Burma)
WA,KLC,KLM Cityhopper,CITY,Netherlands
WB,RWD,Rwandair Express,RWANDAIR,Rwanda
WC,ISV,Islena De Inversiones,,Honduras
WD,AAN,Amsterdam Airlines,AMSTEL,Netherlands
WE,CWC,Centurion Air Cargo,CHALLENGE CARGO,USA
WF,WIF,Wideroe,WIDEROE,Norway
WG,SWG,Sunwing Airlines,SUNWING,Canada
WG,WIG,Wiggins Airways,WIGGINS AIRWAYS,USA
WI,TDX,Tradewinds Airlines,TRADEWINDS EXPRESS,USA
WJ,LAL,Air Labrador,LAB AIR,Canada
WJ,WEB,WebJet Linhas A̩reas,WEBJET,Brazil
WK,EDW,Edelweiss Air,EDELWEISS,Switzerland
WL,APP,Aeroperlas,AEROPERLAS,Panama
WM,WIA,Windward Islands Airways,WINAIR,Netherlands Antilles
WN,SWA,Southwest Airlines,SOUTHWEST,USA
WO,WOA,World Airways,WORLD,USA
WO,WOW,Air Southwest,SWALLOW,United Kingdom
WP,MKU,Island Air,MOKU,USA
WQ,RMV,Romavia,AEROMAVIA,Romania
WS,WJA,WestJet,WESTJET,Canada
WT,WSG,Wasaya Airways,WASAYA,Canada
WX,BCY,CityJet,CITY-IRELAND,Ireland
WY,OMA,Oman Air,OMAN AIR,Oman
WZ,VAZ,Red Wings Airlines,REMONT AIR,Russia
X3,HLX,TUIfly,YELLOW CAB,Germany
X8,ICD,Icaro Air,ICARO,Ecuador
X9,KHO,Khors Aircompany,AIRCOMPANY KHORS,Ukraine
XC,KDC,KD Air,KAY DEE,Canada
XD,FHY,Freebird Airlines,FREE BIRD,Turkey
XE,BTA,ExpressJet Airlines,JET LINK,USA
XF,VLK,Vladivostok Air,VLADAIR,Russia
XG,CLI,Clickair,CLICKJET,Spain
XG,KLB,Air Mali International,TRANS MALI,Mali
XH,GSS,Global Supply Systems,JET LIFT,United Kingdom
XJ,MES,Mesaba Airlines,MESABA,USA
XK,CCM,CCM Airlines,CORSICA,France
XL,LNE,LAN Ecuador,LAN ECUADOR,Ecuador
XM,JLJ,J-Air,J-AIR,Japan
XM,SMX,Alitalia Express,ALIEXPRESS,Italy
XM,XME,Australian air Express,JETEX,Australia
XO,CXH,China Xinhua Airlines,XINHUA,China - Peoples Republic
XP,CXP,Xtra Airways,RUBY MOUNTAIN,USA
XQ,SXS,SunExpress,SUNEXPRESS,Turkey
XR,OZW,Skywest Airlines,OZWEST,Australia
XU,AXK,African Express Airways,EXPRESS JET,Kenya
XW,GOT,WaltAir,GOTHIC,Sweden
XW,SXR,Sky Express,SKYSTORM,Russia
XY,KNE,Nas Air,NAS EXPRESS,Saudi Arabia
Y4,VOI,Volaris,VOLARIS,Mexico
